id,step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,zscore
14145,5,C1703739582,4,F,28007,M855959430,28007,es_hyper,384.63,1,7.44
62202,23,C1175850429,4,M,28007,M151143676,28007,es_barsandrestaurants,327.05,1,7.38
66157,25,C126638730,3,F,28007,M1198415165,28007,es_wellnessandbeauty,543.4,1,7.31
143997,51,C1883962820,3,F,28007,M209847108,28007,es_wellnessandbeauty,542.58,1,7.29
300926,98,C483912131,2,F,28007,M480139044,28007,es_health,1251.33,1,7.28
83825,31,C1686098746,0,M,28007,M1198415165,28007,es_wellnessandbeauty,541.88,1,7.28
11215,4,C1490048317,6,F,28007,M1198415165,28007,es_wellnessandbeauty,541.86,1,7.28
359060,115,C802146030,2,M,28007,M1535107174,28007,es_wellnessandbeauty,541.79,1,7.28
183354,63,C1744280753,2,M,28007,M151143676,28007,es_barsandrestaurants,320.27,1,7.21
417233,131,C187473376,2,F,28007,M840466850,28007,es_tech,1030.06,1,7.16
505120,155,C2138532527,5,M,28007,M923029380,28007,es_home,1540.23,1,7.14
89676,33,C1548873226,1,M,28007,M1198415165,28007,es_wellnessandbeauty,532.02,1,7.13
329857,107,C799349963,3,M,28007,M855959430,28007,es_hyper,370.23,1,7.12
73334,27,C615281750,3,F,28007,M1198415165,28007,es_wellnessandbeauty,531.24,1,7.12
373623,119,C967790734,4,F,28007,M840466850,28007,es_tech,1024.36,1,7.11
58605,22,C811312110,3,F,28007,M1198415165,28007,es_wellnessandbeauty,528.87,1,7.08
513152,158,C825622087,2,F,28007,M1535107174,28007,es_wellnessandbeauty,527.9,1,7.07
160533,56,C1350963410,5,F,28007,M547558035,28007,es_fashion,456.97,1,7.05
355870,114,C1653588482,2,F,28007,M1198415165,28007,es_wellnessandbeauty,526.41,1,7.05
463132,144,C611182051,2,F,28007,M547558035,28007,es_fashion,454.99,1,7.02
100951,36,C1597422235,3,F,28007,M209847108,28007,es_wellnessandbeauty,523.1,1,7.0
594027,179,C245117318,3,F,28007,M1748431652,28007,es_wellnessandbeauty,521.84,1,6.98
332680,108,C154987119,3,M,28007,M1198415165,28007,es_wellnessandbeauty,520.82,1,6.96
354649,114,C82010125,3,M,28007,M480139044,28007,es_health,1201.51,1,6.96
548491,167,C929919235,1,M,28007,M1198415165,28007,es_wellnessandbeauty,520.47,1,6.96
83034,30,C963460752,3,M,28007,M855959430,28007,es_hyper,362.31,1,6.95
99025,36,C55178455,3,M,28007,M480139044,28007,es_health,1197.16,1,6.93
84372,31,C1175850429,4,M,28007,M1198415165,28007,es_wellnessandbeauty,517.95,1,6.92
336087,108,C932908444,1,F,28007,M209847108,28007,es_wellnessandbeauty,516.87,1,6.9
129786,46,C1685492470,2,F,28007,M151143676,28007,es_barsandrestaurants,308.41,1,6.9
425976,134,C906611945,2,M,28007,M480139044,28007,es_health,1191.55,1,6.89
105670,38,C1983968298,4,M,28007,M480139044,28007,es_health,1191.42,1,6.89
36724,14,C1464489812,4,M,28007,M840466850,28007,es_tech,995.2,1,6.88
82947,30,C1312615175,4,F,28007,M547558035,28007,es_fashion,446.83,1,6.87
63671,24,C1515184734,1,F,28007,M547558035,28007,es_fashion,444.99,1,6.84
75437,28,C611182051,2,F,28007,M480139044,28007,es_health,1181.69,1,6.83
132862,47,C910454738,4,F,28007,M855959430,28007,es_hyper,356.34,1,6.82
110238,40,C382331420,4,F,28007,M480139044,28007,es_health,1179.38,1,6.82
204377,70,C806399525,2,F,28007,M855959430,28007,es_hyper,355.02,1,6.79
75216,28,C1404684380,5,F,28007,M480139044,28007,es_health,1174.68,1,6.78
420819,132,C1573211398,3,F,28007,M840466850,28007,es_tech,981.26,1,6.77
29676,11,C704456922,2,M,28007,M855959430,28007,es_hyper,354.31,1,6.77
108078,39,C2055489140,5,M,28007,M151143676,28007,es_barsandrestaurants,303.39,1,6.77
34695,13,C1906711479,4,F,28007,M1535107174,28007,es_wellnessandbeauty,507.18,1,6.75
46597,17,C1163635747,4,M,28007,M480139044,28007,es_health,1167.7,1,6.74
122816,44,C2113737065,2,F,28007,M480139044,28007,es_health,1167.2,1,6.74
67250,25,C1686098746,0,M,28007,M78078399,28007,es_wellnessandbeauty,504.95,1,6.72
452485,141,C2004941826,2,F,28007,M855959430,28007,es_hyper,351.2,1,6.7
154040,54,C1350963410,5,F,28007,M209847108,28007,es_wellnessandbeauty,503.26,1,6.69
473152,147,C1649412954,4,M,28007,M2122776122,28007,es_home,1449.53,1,6.67
239572,80,C296571542,2,F,28007,M1535107174,28007,es_wellnessandbeauty,500.92,1,6.66
36737,14,C1572610482,3,F,28007,M1198415165,28007,es_wellnessandbeauty,500.43,1,6.65
97340,35,C1175850429,4,M,28007,M480139044,28007,es_health,1150.44,1,6.63
486568,150,C1225533078,2,F,28007,M840466850,28007,es_tech,960.18,1,6.61
121180,43,C475928775,4,F,28007,M1198415165,28007,es_wellnessandbeauty,496.86,1,6.59
327405,106,C85388733,3,F,28007,M1198415165,28007,es_wellnessandbeauty,495.63,1,6.58
567212,172,C2138532527,5,M,28007,M151143676,28007,es_barsandrestaurants,295.74,1,6.57
323668,105,C1175850429,4,M,28007,M480139044,28007,es_health,1139.04,1,6.55
116347,42,C721654925,2,M,28007,M151143676,28007,es_barsandrestaurants,294.82,1,6.55
110623,40,C187473376,2,F,28007,M78078399,28007,es_wellnessandbeauty,490.99,1,6.51
313760,102,C1174735331,3,F,28007,M1198415165,28007,es_wellnessandbeauty,490.65,1,6.5
55437,21,C1057813963,2,F,28007,M480139044,28007,es_health,1130.3,1,6.49
134192,47,C809005315,2,F,28007,M480139044,28007,es_health,1129.53,1,6.49
415627,131,C1204610604,2,F,28007,M1198415165,28007,es_wellnessandbeauty,489.91,1,6.49
141119,50,C189036899,0,F,28007,M209847108,28007,es_wellnessandbeauty,489.86,1,6.49
557503,170,C1153569753,4,F,28007,M547558035,28007,es_fashion,424.97,1,6.48
3075,1,C375144053,6,F,28007,M480139044,28007,es_health,1126.96,1,6.47
346491,111,C1282333137,2,F,28007,M1198415165,28007,es_wellnessandbeauty,487.67,1,6.45
164467,57,C1355090926,3,F,28007,M855959430,28007,es_hyper,339.69,1,6.45
228605,77,C373567366,4,F,28007,M209847108,28007,es_wellnessandbeauty,487.28,1,6.45
469790,146,C294759668,3,M,28007,M1198415165,28007,es_wellnessandbeauty,487.23,1,6.45
5453,2,C1205257074,1,F,28007,M1198415165,28007,es_wellnessandbeauty,486.35,1,6.43
271033,90,C1344489848,4,F,28007,M855959430,28007,es_hyper,338.86,1,6.43
83321,30,C85075290,3,F,28007,M547558035,28007,es_fashion,422.51,1,6.43
231213,78,C201406562,3,M,28007,M855959430,28007,es_hyper,337.01,1,6.39
390599,124,C929919235,1,M,28007,M855959430,28007,es_hyper,336.99,1,6.39
492778,152,C1647495093,3,M,28007,M480139044,28007,es_health,1113.07,1,6.38
441886,138,C1931900243,5,F,28007,M1198415165,28007,es_wellnessandbeauty,482.35,1,6.37
49473,19,C1978250683,3,F,28007,M480139044,28007,es_health,1111.65,1,6.37
449459,140,C1838494462,2,F,28007,M1198415165,28007,es_wellnessandbeauty,480.89,1,6.35
444701,139,C908162687,6,F,28007,M855959430,28007,es_hyper,335.06,1,6.35
117595,42,C179390259,4,F,28007,M480139044,28007,es_health,1107.41,1,6.35
250652,84,C2126657609,2,F,28007,M1535107174,28007,es_wellnessandbeauty,480.32,1,6.34
46928,18,C2055156879,3,F,28007,M855959430,28007,es_hyper,334.25,1,6.33
436834,137,C1147973334,2,F,28007,M840466850,28007,es_tech,922.16,1,6.31
336103,108,C1312615175,4,F,28007,M480139044,28007,es_health,1099.89,1,6.3
200950,69,C1655037147,2,F,28007,M1535107174,28007,es_wellnessandbeauty,477.12,1,6.29
543329,166,C616715154,2,F,28007,M480139044,28007,es_health,1097.89,1,6.28
97441,35,C1345265337,2,M,28007,M1535107174,28007,es_wellnessandbeauty,475.95,1,6.28
51886,19,C1334695551,2,F,28007,M855959430,28007,es_hyper,331.2,1,6.26
360300,115,C1647495093,3,M,28007,M855959430,28007,es_hyper,330.9,1,6.26
575929,174,C1148772789,4,M,28007,M840466850,28007,es_tech,913.52,1,6.24
159499,56,C1572610482,3,F,28007,M480139044,28007,es_health,1090.8,1,6.24
97341,35,C1237476993,1,M,28007,M480139044,28007,es_health,1090.44,1,6.23
30346,11,C1952580233,4,F,28007,M78078399,28007,es_wellnessandbeauty,472.62,1,6.22
514540,158,C1978250683,3,F,28007,M547558035,28007,es_fashion,410.75,1,6.22
131513,47,C1849046345,4,F,28007,M480139044,28007,es_health,1087.58,1,6.22
179877,62,C1332295774,3,M,28007,M855959430,28007,es_hyper,328.36,1,6.2
363285,116,C1791524453,2,F,28007,M480139044,28007,es_health,1083.79,1,6.19
10972,4,C211657450,1,F,28007,M480139044,28007,es_health,1083.7,1,6.19
533172,163,C2004941826,2,F,28007,M855959430,28007,es_hyper,327.19,1,6.18
20280,8,C1763624260,6,F,28007,M209847108,28007,es_wellnessandbeauty,468.82,1,6.17
86980,32,C706599076,2,M,28007,M923029380,28007,es_home,1350.01,1,6.15
301321,99,C1338125837,3,F,28007,M1535107174,28007,es_wellnessandbeauty,466.37,1,6.13
114324,41,C951578955,2,M,28007,M480139044,28007,es_health,1073.59,1,6.12
510372,157,C1382187685,1,F,28007,M1198415165,28007,es_wellnessandbeauty,465.11,1,6.11
545918,166,C1994178184,4,M,28007,M840466850,28007,es_tech,895.99,1,6.1
80138,29,C576358551,6,M,28007,M855959430,28007,es_hyper,323.23,1,6.09
280545,92,C1375956198,3,F,28007,M480139044,28007,es_health,1068.04,1,6.09
271756,90,C195373250,3,M,28007,M480139044,28007,es_health,1067.64,1,6.09
183773,63,C1647495093,3,M,28007,M1198415165,28007,es_wellnessandbeauty,462.12,1,6.06
69086,26,C1849046345,4,F,28007,M1198415165,28007,es_wellnessandbeauty,461.65,1,6.06
187842,65,C375144053,6,F,28007,M480139044,28007,es_health,1062.95,1,6.05
439233,137,C1014347664,6,M,28007,M151143676,28007,es_barsandrestaurants,275.55,1,6.04
190196,65,C233539413,2,F,28007,M1198415165,28007,es_wellnessandbeauty,460.65,1,6.04
501329,154,C1338396147,1,F,28007,M855959430,28007,es_hyper,320.79,1,6.04
148655,52,C2100371435,2,F,28007,M480139044,28007,es_health,1057.09,1,6.02
201086,69,C1736605496,4,M,28007,M480139044,28007,es_health,1056.6,1,6.01
158171,55,C696806398,2,F,28007,M78078399,28007,es_wellnessandbeauty,458.75,1,6.01
26101,10,C301739259,2,M,28007,M1198415165,28007,es_wellnessandbeauty,458.52,1,6.01
135412,48,C1977646698,3,F,28007,M209847108,28007,es_wellnessandbeauty,457.77,1,6.0
359675,115,C1817318774,2,F,28007,M480139044,28007,es_health,1053.36,1,5.99
228606,77,C1124449361,6,M,28007,M209847108,28007,es_wellnessandbeauty,456.21,1,5.97
282816,93,C1175850429,4,M,28007,M923029380,28007,es_home,1314.75,1,5.97
500238,154,C1293579037,2,F,28007,M1748431652,28007,es_wellnessandbeauty,454.62,1,5.95
176257,61,C577335130,4,M,28007,M480139044,28007,es_health,1046.25,1,5.95
431772,135,C2057462116,1,M,28007,M480139044,28007,es_health,1043.81,1,5.93
193943,66,C218446443,2,M,28007,M480139044,28007,es_health,1042.76,1,5.92
111645,40,C910454738,4,F,28007,M547558035,28007,es_fashion,394.05,1,5.92
922,0,C330615170,2,F,28007,M1535107174,28007,es_wellnessandbeauty,451.92,1,5.91
478000,148,C1817318774,2,F,28007,M840466850,28007,es_tech,867.27,1,5.88
504403,155,C688041542,2,M,28007,M480139044,28007,es_health,1035.47,1,5.88
592702,179,C1228152586,1,F,28007,M1198415165,28007,es_wellnessandbeauty,449.73,1,5.87
500297,154,C233539413,2,F,28007,M480139044,28007,es_health,1035.05,1,5.87
60490,23,C475624028,2,M,28007,M480139044,28007,es_health,1034.82,1,5.87
283263,93,C1269217373,2,F,28007,M480139044,28007,es_health,1034.18,1,5.87
394123,125,C1464489812,4,M,28007,M78078399,28007,es_wellnessandbeauty,448.72,1,5.86
99168,36,C2113737065,2,F,28007,M480139044,28007,es_health,1032.72,1,5.86
26100,10,C1080032135,6,F,28007,M1198415165,28007,es_wellnessandbeauty,446.06,1,5.82
9577,3,C1685492470,2,F,28007,M50039827,28007,es_health,1025.56,1,5.81
146683,51,C806399525,2,F,28007,M480139044,28007,es_health,1025.4,1,5.81
522431,160,C1957046981,5,F,28007,M480139044,28007,es_health,1024.87,1,5.81
383481,122,C1001065306,1,M,28007,M480139044,28007,es_health,1024.36,1,5.8
24117,9,C1715338428,2,M,28007,M480139044,28007,es_health,1022.83,1,5.79
481307,149,C766302474,4,F,28007,M1535107174,28007,es_wellnessandbeauty,444.18,1,5.79
130966,46,C1490935984,4,F,28007,M209847108,28007,es_wellnessandbeauty,443.86,1,5.78
44419,17,C1175850429,4,M,28007,M480139044,28007,es_health,1021.5,1,5.78
368336,118,C111678629,4,M,28007,M480139044,28007,es_health,1018.29,1,5.76
80585,30,C1134229140,3,M,28007,M480139044,28007,es_health,1017.54,1,5.76
343575,111,C1019678929,4,F,28007,M840466850,28007,es_tech,851.65,1,5.75
489913,151,C1454826238,2,F,28007,M855959430,28007,es_hyper,307.63,1,5.75
351929,113,C1817318774,2,F,28007,M1535107174,28007,es_wellnessandbeauty,440.71,1,5.74
205111,70,C1994178184,4,M,28007,M480139044,28007,es_health,1014.14,1,5.74
294473,97,C764316727,5,F,28007,M50039827,28007,es_health,1013.69,1,5.73
559360,170,C1864768620,2,F,28007,M480139044,28007,es_health,1013.23,1,5.73
7584,3,C446179646,5,F,28007,M840466850,28007,es_tech,848.4,1,5.73
533200,163,C928481238,2,M,28007,M1198415165,28007,es_wellnessandbeauty,439.69,1,5.72
256170,85,C371517012,2,M,28007,M480139044,28007,es_health,1011.37,1,5.72
481193,149,C16723337,4,M,28007,M209847108,28007,es_wellnessandbeauty,439.35,1,5.72
15177,6,C605859862,5,F,28007,M855959430,28007,es_hyper,306.04,1,5.71
31551,12,C515668508,3,F,28007,M480139044,28007,es_health,1008.56,1,5.7
150144,53,C1317710133,3,M,28007,M1535107174,28007,es_wellnessandbeauty,438.27,1,5.7
464538,144,C616715154,2,F,28007,M855959430,28007,es_hyper,305.46,1,5.7
128058,45,C806399525,2,F,28007,M480139044,28007,es_health,1008.02,1,5.7
109297,39,C402571153,4,M,28007,M855959430,28007,es_hyper,305.25,1,5.69
12637,5,C553434543,2,M,28007,M151143676,28007,es_barsandrestaurants,261.99,1,5.69
255320,85,C371517012,2,M,28007,M480139044,28007,es_health,1006.88,1,5.69
299959,98,C1001065306,1,M,28007,M2122776122,28007,es_home,1260.94,1,5.69
18149,7,C1334695551,2,F,28007,M1198415165,28007,es_wellnessandbeauty,437.38,1,5.69
386376,123,C187514477,3,M,28007,M1198415165,28007,es_wellnessandbeauty,436.48,1,5.67
514542,158,C1344489848,4,F,28007,M480139044,28007,es_health,1004.06,1,5.67
224406,76,C1685492470,2,F,28007,M855959430,28007,es_hyper,303.88,1,5.66
471666,146,C1259389151,3,F,28007,M480139044,28007,es_health,1002.59,1,5.66
511100,157,C946935568,4,F,28007,M480139044,28007,es_health,1002.33,1,5.66
409334,129,C1957046981,5,F,28007,M1535107174,28007,es_wellnessandbeauty,435.33,1,5.65
271032,90,C1817318774,2,F,28007,M855959430,28007,es_hyper,303.07,1,5.65
12636,5,C2109575612,5,M,28007,M151143676,28007,es_barsandrestaurants,259.75,1,5.63
1482,0,C1490048317,6,F,28007,M209847108,28007,es_wellnessandbeauty,432.27,1,5.61
522194,160,C245117318,3,F,28007,M209847108,28007,es_wellnessandbeauty,432.05,1,5.6
468396,145,C1452053500,3,F,28007,M547558035,28007,es_fashion,376.22,1,5.6
579972,176,C1870872671,2,F,28007,M1198415165,28007,es_wellnessandbeauty,431.3,1,5.59
297723,97,C725705195,1,F,28007,M480139044,28007,es_health,992.03,1,5.59
499164,154,C649077628,3,F,28007,M480139044,28007,es_health,989.96,1,5.58
375769,120,C1455309687,4,F,28007,M855959430,28007,es_hyper,299.88,1,5.58
529510,162,C374616385,1,F,28007,M480139044,28007,es_health,989.2,1,5.57
95420,35,C617723960,4,F,28007,M855959430,28007,es_hyper,299.64,1,5.57
514635,158,C1496962993,5,F,28007,M480139044,28007,es_health,987.28,1,5.56
393711,125,C1334045764,3,F,28007,M1198415165,28007,es_wellnessandbeauty,428.55,1,5.55
265580,88,C617723960,4,F,28007,M1198415165,28007,es_wellnessandbeauty,428.17,1,5.54
425300,134,C1490935984,4,F,28007,M480139044,28007,es_health,983.98,1,5.54
46598,17,C1464489812,4,M,28007,M480139044,28007,es_health,977.76,1,5.5
240241,81,C1506066038,5,M,28007,M547558035,28007,es_fashion,370.58,1,5.5
415851,131,C1468001998,3,F,28007,M1198415165,28007,es_wellnessandbeauty,424.58,1,5.49
488298,151,C245117318,3,F,28007,M1535107174,28007,es_wellnessandbeauty,424.55,1,5.49
406679,128,C27106217,2,M,28007,M480139044,28007,es_health,975.26,1,5.48
10323,4,C1736605496,4,M,28007,M1748431652,28007,es_wellnessandbeauty,423.5,1,5.47
514543,158,C660475396,5,M,28007,M480139044,28007,es_health,973.17,1,5.47
428773,135,C1781953799,5,M,28007,M78078399,28007,es_wellnessandbeauty,422.62,1,5.46
307901,100,C2075935351,U,E,28007,M2122776122,28007,es_home,1215.63,1,5.45
50552,19,C2004941826,2,F,28007,M855959430,28007,es_hyper,293.82,1,5.44
325728,106,C1978250683,3,F,28007,M855959430,28007,es_hyper,293.71,1,5.44
577327,175,C1450140987,4,F,28007,M1748431652,28007,es_wellnessandbeauty,420.77,1,5.43
77638,29,C283266984,4,M,28007,M840466850,28007,es_tech,810.77,1,5.43
367402,117,C142595093,1,F,28007,M480139044,28007,es_health,967.32,1,5.43
496276,153,C813347783,1,F,28007,M857378720,28007,es_hotelservices,1429.04,1,5.43
322311,105,C660232446,4,F,28007,M840466850,28007,es_tech,809.55,1,5.42
101144,37,C587299231,2,F,28007,M480139044,28007,es_health,964.91,1,5.41
193000,66,C515668508,3,F,28007,M50039827,28007,es_health,963.86,1,5.41
511342,157,C322786133,1,M,28007,M209847108,28007,es_wellnessandbeauty,418.52,1,5.4
587479,178,C1124718683,0,M,28007,M1198415165,28007,es_wellnessandbeauty,416.56,1,5.37
338533,109,C1978250683,3,F,28007,M547558035,28007,es_fashion,363.02,1,5.36
146736,51,C1817318774,2,F,28007,M855959430,28007,es_hyper,289.73,1,5.35
131514,47,C656901929,4,M,28007,M480139044,28007,es_health,955.37,1,5.35
6057,2,C1079254393,1,F,28007,M1748431652,28007,es_wellnessandbeauty,415.19,1,5.35
