transaction_count,avg_amount,total_amount,fraud_count,transaction_count_zscore,avg_amount_zscore,total_amount_zscore,anomaly_type
38,241.85684210526315,9190.56,21,-2.4916120195811247,4.017025074506773,1.0217905423833709,fraude_détectée
120,94.60433333333334,11352.52,20,-0.5751963703706279,1.0070908098005351,1.6170337848445213,fraude_détectée
108,126.34185185185186,13644.92,20,-0.8556474409867981,1.6558257295810512,2.248190517169791,fraude_détectée
38,362.34763157894736,13769.21,20,-2.4916120195811247,6.479932897558288,2.28241075371695,fraude_détectée
110,149.21954545454545,16414.15,19,-0.808905595884103,2.123460233376512,3.0106308233367374,fraude_détectée
69,109.6804347826087,7567.95,19,-1.7671134204893515,1.3152558435158148,0.5750442391909497,fraude_détectée
149,74.30161073825504,11070.94,18,0.10256038361845018,0.5920903394153346,1.5395075622445606,fraude_détectée
25,337.01239999999996,8425.31,18,-2.7954340127486423,5.962064765668925,0.8110975178623828,fraude_détectée
136,101.1922794117647,13762.15,17,-0.20126160954906758,1.1417525877279997,2.280466953974228,fraude_détectée
56,146.60160714285715,8209.69,17,-2.070935413656869,2.069947921138475,0.7517317812440029,fraude_détectée
27,281.0162962962963,7587.44,17,-2.748692167645947,4.817469046156467,0.5804103379141303,fraude_détectée
195,81.15405128205128,15825.04,16,1.177622820980436,0.7321585512349373,2.8484336751164703,fraude_détectée
144,101.62180555555555,14633.539999999999,16,-0.014294229138287413,1.1505323733395687,2.5203830528142723,fraude_détectée
25,381.47520000000003,9536.880000000001,16,-2.7954340127486423,6.870912474552865,1.1171413535589458,fraude_détectée
74,149.09459459459458,11033.0,15,-1.650258807732614,2.1209061588965104,1.529061703570498,fraude_détectée
22,418.8959090909091,9215.71,15,-2.865546780402685,7.635815398392233,1.0287149848096404,fraude_détectée
110,81.514,8966.539999999999,14,-0.808905595884103,0.739516130326299,0.9601120695271906,fraude_détectée
79,119.98240506329115,9478.61,14,-1.5334041949758763,1.525834621428782,1.1010981225379226,fraude_détectée
53,134.06584905660378,7105.49,14,-2.1410481813109117,1.813709109911681,0.4477170962703667,fraude_détectée
47,67.74255319148936,3183.9,14,-2.2812737166189967,0.45801906131733156,-0.631997582633601,fraude_détectée
29,194.14827586206897,5630.3,14,-2.701950322543252,3.0418318540108826,0.04155931405133217,fraude_détectée
20,174.975,3499.5,14,-2.9122886255053797,2.6499179880590953,-0.5451047782705511,fraude_détectée
178,53.35797752808988,9497.72,13,0.7803171376075283,0.16398925134251482,1.1063595974789169,fraude_détectée
171,44.23298245614035,7563.84,13,0.6167206797480956,-0.02253141008048522,0.5739126503888834,fraude_détectée
165,97.5690303030303,16098.89,13,0.4764951444400105,1.067691087975644,2.9238316297261693,fraude_détectée
161,58.53639751552795,9424.36,13,0.3830114542346204,0.2698394258979158,1.0861617010021323,fraude_détectée
156,80.53615384615385,12563.640000000001,13,0.2661568414778828,0.719528337462061,1.9504862982164377,fraude_détectée
140,114.28764285714286,16000.27,13,-0.10777791934367749,1.4094300858687918,2.8966790049914297,fraude_détectée
83,92.49975903614457,7677.48,13,-1.4399205047704862,0.9640719821923763,0.6052006677774034,fraude_détectée
24,537.0104166666666,12888.25,13,-2.81880493529999,10.050150518901555,2.03985978752027,fraude_détectée
179,59.11731843575419,10582.0,12,0.8036880601588758,0.28171381634094617,1.4048897936600564,fraude_détectée
175,55.867371428571424,9776.789999999999,12,0.7102043699534857,0.21528284727304503,1.1831947524649633,fraude_détectée
140,58.734,8222.76,12,-0.10777791934367749,0.2738785454603859,0.7553302886997223,fraude_détectée
104,140.025,14562.6,12,-0.9491311311921882,1.9355179182143345,2.500851444634568,fraude_détectée
69,111.9955072463768,7727.69,12,-1.7671134204893515,1.362577386571941,0.6190247733131092,fraude_détectée
24,222.1825,5332.38,12,-2.81880493529999,3.6148690981362517,-0.04046573118263419,fraude_détectée
185,81.86421621621622,15144.880000000001,11,0.943913595466961,0.7466747709364746,2.661168118032909,fraude_détectée
177,50.29870056497175,8902.87,11,0.7569462150561808,0.10145569837753451,0.9425820794961538,fraude_détectée
173,78.24531791907515,13536.44,11,0.6634625248507907,0.6727022045204898,2.2183231806130626,fraude_détectée
169,62.61082840236686,10581.23,11,0.5699788346454006,0.35312336610207523,1.4046777928382579,fraude_détectée
145,77.73427586206896,11271.47,11,0.009076693413060107,0.6622561821680195,1.5947186334071788,fraude_détectée
139,82.12683453237409,11415.63,11,-0.13114884189502501,0.7520428551540911,1.6344095924597049,fraude_détectée
130,67.53538461538461,8779.6,11,-0.3414871448571527,0.45378440480119786,0.9086426752064416,fraude_détectée
125,60.33248,7541.5599999999995,11,-0.4583417576138903,0.30655248605109986,0.5677783928438619,fraude_détectée
87,81.82954022988505,7119.17,11,-1.346436814565096,0.745965971879052,0.45148355242906935,fraude_détectée
80,74.51950000000001,5961.56,11,-1.5100332724245287,0.5965441335157361,0.13276371954342303,fraude_détectée
40,224.533,8981.32,11,-2.4448701744784294,3.662914802404351,0.9641813840027481,fraude_détectée
30,204.75466666666668,6142.64,11,-2.6785793999919045,3.2586331796648293,0.18261970501256447,fraude_détectée
21,230.11904761904762,4832.5,11,-2.8889177029540325,3.777097143154102,-0.1780955633911301,fraude_détectée
20,143.20350000000002,2864.07,11,-2.9122886255053797,2.0004884653388433,-0.7200550148878284,fraude_détectée
13,561.9484615384615,7305.33,11,-3.0758850833648124,10.55989990368559,0.5027381926705944,fraude_détectée
155,49.3998064516129,7656.97,10,0.2427859189265353,0.08308173507663016,0.5995537367967758,fraude_détectée
148,41.36452702702702,6121.95,10,0.07918946106710267,-0.08116445039250653,0.17692321539826933,fraude_détectée
145,47.42455172413793,6876.5599999999995,10,0.009076693413060107,0.042706281134732654,0.38468677401804413,fraude_détectée
142,98.30281690140845,13959.0,10,-0.06103607424098245,1.0826901494100503,2.334664826404096,fraude_détectée
138,56.92072463768116,7855.06,10,-0.15451976444637253,0.23681405202724246,0.6540930131474619,fraude_détectée
124,92.30693548387097,11446.060000000001,10,-0.4817126801652378,0.9601305470217906,1.6427877548068779,fraude_détectée
110,88.81645454545455,9769.81,10,-0.808905595884103,0.8887829125097304,1.181272978781649,fraude_détectée
101,122.1939603960396,12341.59,10,-1.0192438988462307,1.5710402089589979,1.88935021707317,fraude_détectée
86,71.25011627906977,6127.51,10,-1.3698077371164437,0.5297158657451527,0.17845402652709882,fraude_détectée
71,84.1930985915493,5977.71,10,-1.7203715753866564,0.7942785973055215,0.13721023028633564,fraude_détectée
61,71.62147540983607,4368.91,10,-1.9540808009001316,0.5373066808798288,-0.3057338244008457,fraude_détectée
47,108.6572340425532,5106.89,10,-2.2812737166189967,1.2943409742694383,-0.10254893288042907,fraude_détectée
32,202.5871875,6482.79,10,-2.6318375548892097,3.214328536802061,0.2762717563563266,fraude_détectée
29,402.6306896551724,11676.289999999999,10,-2.701950322543252,7.303344042142429,1.7061760005245734,fraude_détectée
15,230.11933333333334,3451.79,10,-3.0291432382621175,3.777102983334522,-0.5582405694497689,fraude_détectée
184,75.87,13960.08,9,0.9205426729156134,0.6241492063147446,2.334962178206099,fraude_détectée
173,46.50965317919075,8046.17,9,0.6634625248507907,0.024005177145858987,0.7067105158148332,fraude_détectée
149,112.27006711409395,16728.239999999998,9,0.10256038361845018,1.36818956364415,3.0971078858284673,fraude_détectée
131,57.32763358778626,7509.92,9,-0.31811622230580516,0.24513152791781587,0.5590670863481494,fraude_détectée
130,68.77715384615385,8941.03,9,-0.3414871448571527,0.47916695201700954,0.9530885098335872,fraude_détectée
113,96.8521238938053,10944.289999999999,9,-0.7387928282300605,1.053037068266846,1.5046375569448764,fraude_détectée
108,99.36583333333334,10731.51,9,-0.8556474409867981,1.104418876540616,1.446053745435467,fraude_détectée
108,89.57453703703703,9674.05,9,-0.8556474409867981,0.9042785973433389,1.154907785670731,fraude_détectée
104,85.65615384615384,8908.24,9,-0.9491311311921882,0.8241843705838113,0.9440605787338898,fraude_détectée
100,68.6352,6863.52,9,-1.0426148213975783,0.47626532576215846,0.3810965263346028,fraude_détectée
93,140.24236559139786,13042.54,9,-1.206211279257011,1.9399610081621592,2.082339796345286,fraude_détectée
54,96.02777777777777,5185.5,9,-2.117677258759564,1.0361869131061499,-0.08090557625501935,fraude_détectée
28,209.51785714285714,5866.5,9,-2.7253212450946,3.3559958008057267,0.10659125445232182,fraude_détectée
23,460.7326086956522,10596.85,9,-2.842175857851337,8.490983956895889,1.4089783809375953,fraude_détectée
20,443.483,8869.66,9,-2.9122886255053797,8.13839106256202,0.9334385115845665,fraude_détectée
187,56.18171122994652,10505.98,8,0.9906554405696559,0.22170815130902097,1.383959530707968,fraude_détectée
186,48.52639784946236,9025.91,8,0.9672845180183084,0.06522871171813627,0.9764581588650688,fraude_détectée
185,58.69762162162162,10859.06,8,0.943913595466961,0.2731349484345103,1.4811715439034863,fraude_détectée
180,36.41305555555556,6554.35,8,0.8270589827102233,-0.18237565397057684,0.29597406649644026,fraude_détectée
174,39.92074712643678,6946.21,8,0.6868334474021381,-0.11067622326295382,0.403863211989801,fraude_détectée
171,39.868538011695904,6817.5199999999995,8,0.6167206797480956,-0.11174341053669959,0.36843154217522267,fraude_détectée
167,89.70556886227544,14980.83,8,0.5232369895427056,0.9069569705937597,2.6160009299601645,fraude_détectée
159,45.174025157232705,7182.67,8,0.3362696091319254,-0.003295903030777558,0.46896673708386544,fraude_détectée
152,77.60052631578948,11795.28,8,0.17267315127249275,0.6595222569833625,1.7389370106359785,fraude_détectée
149,99.40912751677851,14811.96,8,0.10256038361845018,1.1053038369891741,2.5695066718081097,fraude_détectée
149,99.09040268456376,14764.47,8,0.10256038361845018,1.098788900153824,2.5564314522922635,fraude_détectée
144,44.47131944444445,6403.87,8,-0.014294229138287413,-0.01765965153710788,0.25454304875071226,fraude_détectée
130,54.366076923076925,7067.59,8,-0.3414871448571527,0.18459543955965943,0.4372822506260082,fraude_détectée
128,49.0840625,6282.76,8,-0.3882289899598477,0.07662772932311605,0.2211983480650059,fraude_détectée
118,53.83152542372881,6352.12,8,-0.621938215473323,0.17366886936023418,0.2402949415714099,fraude_détectée
115,68.46895652173913,7873.93,8,-0.6920509831273655,0.47286720408888805,0.6592884099102335,fraude_détectée
114,141.50377192982455,16131.43,8,-0.715421905678713,1.9657449502587159,2.9327907293902182,fraude_détectée
110,56.737545454545455,6241.13,8,-0.808905595884103,0.2330697538519562,0.2097365374007671,fraude_détectée
103,99.00087378640777,10197.09,8,-0.9725020537435357,1.0969588729407838,1.2989141620777322,fraude_détectée
100,72.69930000000001,7269.93,8,-1.0426148213975783,0.559338096115695,0.49299166138272393,fraude_détectée
100,69.3109,6931.09,8,-1.0426148213975783,0.49007706044582394,0.3997002867617614,fraude_détectée
100,59.9411,5994.11,8,-1.0426148213975783,0.2985524317067267,0.14172557246489706,fraude_détectée
97,71.61515463917526,6946.67,8,-1.1127275890516208,0.5371774803361506,0.4039898618313948,fraude_détectée
89,100.798202247191,8971.039999999999,8,-1.299694969462401,1.133697401636564,0.9613510353688691,fraude_détectée
81,59.83271604938271,4846.45,8,-1.4866623498731812,0.29633699531499447,-0.1742547692819269,fraude_détectée
79,106.28582278481012,8396.58,8,-1.5334041949758763,1.2458678306882562,0.8031874092776223,fraude_détectée
67,117.53940298507463,7875.14,8,-1.8138552655920464,1.4758981162697324,0.6596215540587738,fraude_détectée
66,75.69939393939394,4996.16,8,-1.837226188143394,0.6206619107035025,-0.13303575235799733,fraude_détectée
48,95.6825,4592.76,8,-2.2579027940676495,1.0291292172961275,-0.2441021569209068,fraude_détectée
23,372.8373913043478,8575.26,8,-2.842175857851337,6.694350210304521,0.8523826129645354,fraude_détectée
19,175.65105263157895,3337.37,8,-2.9356595480567274,2.6637369307549106,-0.5897433409175133,fraude_détectée
18,196.1772222222222,3531.19,8,-2.959030470608075,3.0833047988293307,-0.5363797054877089,fraude_détectée
181,40.561823204419895,7341.6900000000005,7,0.8504299052615708,-0.09757222340925015,0.5127490366713566,fraude_détectée
176,47.75420454545454,8404.74,7,0.7335752925048332,0.04944459296801196,0.8054340673371992,fraude_détectée
174,44.43212643678161,7731.19,7,0.6868334474021381,-0.018460781362909254,0.6199884134121925,fraude_détectée
164,57.35097560975609,9405.56,7,0.45312422188866297,0.24560865358664466,1.080985577041342,fraude_détectée
161,53.389503105590066,8595.710000000001,7,0.3830114542346204,0.16463365405404637,0.8580130244006078,fraude_détectée
155,48.05870967741936,7449.1,7,0.2427859189265353,0.05566887015095197,0.5423217746835086,fraude_détectée
147,63.0104761904762,9262.54,7,0.05581853851575515,0.3612924192562559,1.0416084893353748,fraude_détectée
146,48.15554794520548,7030.71,7,0.03244761596440763,0.05764830549487325,0.42712823723909665,fraude_détectée
144,46.08909722222222,6636.83,7,-0.014294229138287413,0.015408747817334045,0.31868293374569345,fraude_détectée
135,49.357703703703706,6663.29,7,-0.2246325321004151,0.08222112832278218,0.3259680528947628,fraude_détectée
134,42.50477611940299,5695.64,7,-0.2480034546517626,-0.057857038912282874,0.05954909807250353,fraude_détectée
133,55.37766917293233,7365.23,7,-0.27137437720311014,0.20527302393594327,0.5192302046520477,fraude_détectée
132,42.989621212121214,5674.63,7,-0.2947452997544577,-0.047946499052431965,0.05376450422057801,fraude_détectée
128,46.800312500000004,5990.4400000000005,7,-0.3882289899598477,0.02994643720557751,0.14071512698957284,fraude_détectée
114,53.94254385964912,6149.45,7,-0.715421905678713,0.17593815629515616,0.18449467331963773,fraude_détectée
112,44.667500000000004,5002.76,7,-0.7621637507814081,-0.01364959709959503,-0.1312186024568688,fraude_détectée
98,80.8954081632653,7927.75,7,-1.0893566665002734,0.7268717225618164,0.6741064413767079,fraude_détectée
90,57.462555555555554,5171.63,7,-1.2763240469110535,0.24788941813807272,-0.08472434430481494,fraude_détectée
89,65.44640449438202,5824.7300000000005,7,-1.299694969462401,0.4110843320015249,0.09509089818411982,fraude_détectée
88,56.73681818181819,4992.84,7,-1.3230658920137486,0.2330548879381606,-0.13394983382341336,fraude_détectée
82,73.44865853658537,6022.79,7,-1.4632914273218336,0.5746554578002544,0.1496219147625279,fraude_détectée
81,61.18469135802469,4955.96,7,-1.4866623498731812,0.323972224354257,-0.1441038472103249,fraude_détectée
76,78.22473684210526,5945.08,7,-1.6035169626299188,0.6722815143109113,0.12822635130545376,fraude_détectée
73,75.51534246575342,5512.62,7,-1.6736297302839613,0.6168997823594733,0.009158980662727231,fraude_détectée
72,101.61375,7316.19,7,-1.6970006528353088,1.1503677126971787,0.5057282302351784,fraude_détectée
67,72.71567164179105,4871.95,7,-1.8138552655920464,0.5596727428120896,-0.16723396284574893,fraude_détectée
65,133.92,8704.8,7,-1.8605971106947414,1.8107278630955281,0.8880483096603192,fraude_détectée
63,63.77730158730159,4017.97,7,-1.9073389557974365,0.3769668145939038,-0.4023566405072103,fraude_détectée
51,72.25019607843137,3684.7599999999998,7,-2.187790026413607,0.5501581283635866,-0.4940979311973618,fraude_détectée
49,100.45510204081633,4922.3,7,-2.234531871516302,1.12668421676109,-0.1533713117060798,fraude_détectée
44,97.13522727272726,4273.95,7,-2.351386484273039,1.0588238801030445,-0.33187875691768726,fraude_détectée
40,155.25074999999998,6210.03,7,-2.4448701744784294,2.24674186280486,0.20117390680605582,fraude_détectée
33,201.35696969696968,6644.78,7,-2.608466632337862,3.1891821080636027,0.3208717733993254,fraude_détectée
29,185.08689655172415,5367.52,7,-2.701950322543252,2.85661153892647,-0.03079078458783826,fraude_détectée
29,173.24862068965518,5024.21,7,-2.701950322543252,2.6146297048004725,-0.1253128652782015,fraude_détectée
26,191.46384615384613,4978.0599999999995,7,-2.7720630901972947,2.9869604156404184,-0.1380191482989708,fraude_détectée
24,155.60666666666665,3734.56,7,-2.81880493529999,2.254017024221901,-0.48038670921612003,fraude_détectée
19,217.71157894736845,4136.52,7,-2.9356595480567274,3.523480648572005,-0.36971677372254746,fraude_détectée
17,289.9535294117647,4929.21,7,-2.9824013931594227,5.00015173462312,-0.1514688108247469,fraude_détectée
16,176.46,2823.36,7,-3.00577231571077,2.680272325790697,-0.7312635258688795,fraude_détectée
15,242.236,3633.54,7,-3.0291432382621175,4.024775301301685,-0.5082001157330887,fraude_détectée
13,367.6815384615385,4779.860000000001,7,-3.0758850833648124,6.588961322435786,-0.19258871048134205,fraude_détectée
192,44.712864583333335,8584.87,6,1.1075100533263935,-0.012722316369929501,0.8550284933508756,fraude_détectée
182,40.88456043956044,7440.99,6,0.8738008278129183,-0.09097527052438864,0.5400888829110612,fraude_détectée
182,39.348571428571425,7161.44,6,0.8738008278129183,-0.12237185583858999,0.4631215715685689,fraude_détectée
177,56.31870056497175,9968.41,6,0.7569462150561808,0.22450829982146758,1.2359526712610585,fraude_détectée
176,51.71607954545455,9102.03,6,0.7335752925048332,0.1304278197696205,0.9974159543914167,fraude_détectée
176,46.44914772727273,8175.05,6,0.7335752925048332,0.02276840750133191,0.7421944975205046,fraude_détectée
174,60.918965517241375,10599.9,6,0.6868334474021381,0.31854062037099057,1.4098181244525105,fraude_détectée
173,39.90260115606936,6903.15,6,0.6634625248507907,-0.11104713835588333,0.39200768551365095,fraude_détectée
167,67.43814371257486,11262.17,6,0.5232369895427056,0.4517967393431418,1.5921581040010435,fraude_détectée
167,46.25107784431138,7723.93,6,0.5232369895427056,0.018719734018592817,0.6179895485209513,fraude_détectée
167,41.55652694610778,6939.94,6,0.5232369895427056,-0.0772398508044813,0.4021369195837289,fraude_détectée
166,49.65843373493976,8243.300000000001,6,0.49986606699135805,0.08836824006296691,0.7609854794526282,fraude_détectée
166,39.64132530120482,6580.46,6,0.49986606699135805,-0.11638778181694125,0.30316282163560127,fraude_détectée
164,57.120060975609746,9367.689999999999,6,0.45312422188866297,0.24088861264923903,1.070558991169261,fraude_détectée
163,41.17098159509202,6710.87,6,0.4297532993373155,-0.08512064123921607,0.33906805172744314,fraude_détectée
160,64.2816875,10285.07,6,0.3596405316832729,0.38727678115357367,1.3231373209112591,fraude_détectée
159,37.062955974842765,5893.01,6,0.3362696091319254,-0.16909127900831877,0.11389013988852101,fraude_détectée
156,52.564230769230775,8200.02,6,0.2661568414778828,0.14776456636488966,0.7490693813131072,fraude_détectée
153,40.271764705882354,6161.58,6,0.19604407382384026,-0.10350120228233414,0.18783437457731772,fraude_détectée
151,66.99774834437086,10116.66,6,0.14930222872114524,0.4427947799209889,1.276769712600799,fraude_détectée
149,55.35805369127517,8248.35,6,0.10256038361845018,0.2048720711043005,0.7623758744527338,fraude_détectée
149,44.89912751677853,6689.97,6,0.10256038361845018,-0.008914984391024334,0.33331374370720324,fraude_détectée
147,44.85659863945578,6593.92,6,0.05581853851575515,-0.009784301499172783,0.30686870613093287,fraude_détectée
145,44.05979310344828,6388.67,6,0.009076693413060107,-0.0260715098132344,0.25035809746326504,fraude_détectée
141,34.063262411347516,4802.92,6,-0.08440699679232998,-0.23040690965993213,-0.18623969885709654,fraude_détectée
139,38.7846762589928,5391.07,6,-0.13114884189502501,-0.13389822918714767,-0.024306863349721156,fraude_détectée
138,40.58376811594203,5600.56,6,-0.15451976444637253,-0.09712365556020439,0.03337112646655054,fraude_détectée
134,44.57970149253732,5973.68,6,-0.2480034546517626,-0.015444254034176116,0.136100667543677,fraude_détectée
133,51.663834586466166,6871.29,6,-0.27137437720311014,0.12935989981682117,0.38323580735456747,fraude_détectée
133,34.495714285714286,4587.93,6,-0.27137437720311014,-0.22156732026788298,-0.24543198025764165,fraude_détectée
132,50.868484848484854,6714.64,6,-0.2947452997544577,0.11310244893370638,0.34010602977702725,fraude_détectée
127,63.74212598425197,8095.25,6,-0.41159991251119527,0.3762478030552635,0.7202235032614064,fraude_détectée
125,57.30032,7162.54,6,-0.4583417576138903,0.24457322093577824,0.46342442988542376,fraude_détectée
124,42.953870967741935,5326.28,6,-0.4817126801652378,-0.048677256622718795,-0.0421452182124651,fraude_détectée
113,71.52035398230089,8081.8,6,-0.7387928282300605,0.5352396950459538,0.7165203720235008,fraude_détectée
113,50.97433628318584,5760.1,6,-0.7387928282300605,0.11526611910090392,0.07729659544019107,fraude_détectée
102,50.51303921568628,5152.33,6,-0.9958729762948832,0.10583691574637251,-0.09003813113690264,fraude_détectée
98,57.727755102040824,5657.320000000001,6,-1.0893566665002734,0.2533102643335484,0.04899861561625499,fraude_détectée
95,107.53421052631579,10215.75,6,-1.159469434154316,1.2713856644429056,1.304051740434559,fraude_détectée
94,66.50808510638298,6251.76,6,-1.1828403567056633,0.43278575412931636,0.21266325004455425,fraude_détectée
92,107.52467391304349,9892.27,6,-1.2295822018083584,1.2711907300455432,1.214989369219859,fraude_détectée
91,82.10263736263737,7471.34,6,-1.252953124359706,0.7515482497249077,0.548445019198826,fraude_détectée
90,60.970444444444446,5487.34,6,-1.2763240469110535,0.3195928821503728,0.0021987458899202753,fraude_détectée
87,54.27965517241379,4722.33,6,-1.346436814565096,0.18282892440344056,-0.2084282004528449,fraude_détectée
87,50.561494252873565,4398.85,6,-1.346436814565096,0.106827367304339,-0.29749057166754483,fraude_détectée
82,91.71707317073171,7520.8,6,-1.4632914273218336,0.9480733888614048,0.5620626304275854,fraude_détectée
75,48.34,3625.5,6,-1.6268878851812663,0.06141862197064491,-0.5104137347035541,fraude_détectée
74,141.64756756756756,10481.92,6,-1.650258807732614,1.968684223896684,1.3773351933411273,fraude_détectée
73,97.13780821917808,7091.06,6,-1.6736297302839613,1.058876636278287,0.44374414580471794,fraude_détectée
72,61.11069444444445,4399.97,6,-1.6970006528353088,0.32245968071391296,-0.29718220683583824,fraude_détectée
57,74.65719298245614,4255.46,6,-2.0475644911055215,0.599358665026002,-0.3369695298982727,fraude_détectée
55,80.02381818181819,4401.31,6,-2.094306336208217,0.7090558729589034,-0.2968132703407606,fraude_détectée
48,94.86916666666667,4553.72,6,-2.2579027940676495,1.012504170367933,-0.254850873911824,fraude_détectée
47,101.42829787234042,4767.13,6,-2.2812737166189967,1.1465769541005304,-0.19609360718457924,fraude_détectée
47,83.78617021276597,3937.9500000000003,6,-2.2812737166189967,0.7859607242804963,-0.4243882064296793,fraude_détectée
42,244.29619047619047,10260.44,6,-2.3981283293757345,4.066886895581628,1.3163560478711394,fraude_détectée
38,91.56131578947368,3479.33,6,-2.4916120195811247,0.9448896096325187,-0.5506580984986967,fraude_détectée
27,132.24777777777777,3570.69,6,-2.748692167645947,1.776546584916658,-0.5255043386551979,fraude_détectée
13,469.0123076923077,6097.16,6,-3.0758850833648124,8.660226232761534,0.17009789023933397,fraude_détectée
10,111.848,1118.48,6,-3.1459978510188553,1.3595622453097322,-1.200660877904609,fraude_détectée
185,53.549729729729734,9906.7,5,0.943913595466961,0.167908787429622,1.2189623196855082,fraude_détectée
184,38.07733695652174,7006.2300000000005,5,0.9205426729156134,-0.14835669119256317,0.4203882630603659,fraude_détectée
183,44.275355191256835,8102.39,5,0.8971717503642659,-0.021665284617631658,0.7221893290635363,fraude_détectée
182,51.63,9396.66,5,0.8738008278129183,0.1286682995039572,1.0785351779322445,fraude_détectée
180,49.42594444444445,8896.67,5,0.8270589827102233,0.08361601215544151,0.9408750598920633,fraude_détectée
178,41.43960674157304,7376.25,5,0.7803171376075283,-0.07962977361666684,0.5222642943354471,fraude_détectée
178,40.050898876404496,7129.06,5,0.7803171376075283,-0.10801583930680633,0.4542065240233361,fraude_détectée
178,37.040617977528086,6593.23,5,0.7803171376075283,-0.1695478817791857,0.306678731368542,fraude_détectée
178,35.05752808988764,6240.24,5,0.7803171376075283,-0.21008349134252688,0.20949149748985726,fraude_détectée
